Ref.,Limits of Potential Window (V),Lower Limit of Potential Window (V),Upper Limit of Potential Window (V),Potential Window (V),Current Density (A/g),Capacitance (F/g),Specific Surface Area (m^2/g),Charge Transfer Resistance (Rct) (ohm),Equivalent Series Resistance (Rs) (ohm),Electrode Configuration,Pore Size (nm),Pore Volume (cm^3/g),Ratio of ID/IG,N at%,C at%,O at%,Electrolyte Chemical Formula,Electrolyte Ionic Conductivity,Electrolyte Concentration (M),Cell Configuration (three/two electrode system)
DOI: 10.1039/c7ta03093b,0 to 0.8,0,0.8,0.8,1,680,186.3,,7.70,CNF/RGO/moOxNy,,,1.45,2.1,,, H2SO4,7,1,three-electrode system
DOI: 10.1039/c6ta10933k,0 to 1,0,1,1,1,367,537,6.10,1.95,sulfur-doped graphene foam (SGF),,,1.28,0,85.6,9.1,KOH,6,6,two-electrode system
DOI: 10.1039/c6ta10933k,0 to 1,0,1,1,2,338,537,6.10,1.95,sulfur-doped graphene foam (SGF),,,1.28,0,85.6,9.1,KOH,6,6,two-electrode system
DOI: 10.1039/c6ta10933k,0 to 1,0,1,1,5,283,537,6.10,1.95,sulfur-doped graphene foam (SGF),,,1.28,0,85.6,9.1,KOH,6,6,two-electrode system
DOI: 10.1039/c6ta10933k,0 to 1,0,1,1,10,246,537,6.10,1.95,sulfur-doped graphene foam (SGF),,,1.28,0,85.6,9.1,KOH,6,6,two-electrode system
DOI: 10.1039/d1se01134k,0 to 0.5,0,0.5,0.5,1,872,168.2,,0.80,moS2-moO2/G,,,1.22,,,,KOH,6,2,three-electrode system
DOI: 10.1039/c8ra08762h,-0.4 to 0.2,-0.4,0.2,0.6,1,143,,,,copper anchored boron doped graphene nanosheet (CuBG) 1,,,1,,,,H2SO4/PVA,,,two-electrode system
DOI: 10.1039/c8ra08762h,-0.4 to 0.2,-0.4,0.2,0.6,1,306,,,,copper anchored boron doped graphene nanosheet (CuBG) 2,,,1.01,,,,H2SO4/PVA,,,two-electrode system
DOI: 10.1039/c8ra08762h,-0.4 to 0.2,-0.4,0.2,0.6,1,360,,,,copper anchored boron doped graphene nanosheet (CuBG) 3,,,1.033,,,,H2SO4/PVA,,,two-electrode system
DOI: 10.1039/c8ra08762h,-0.4 to 0.2,-0.4,0.2,0.6,1,483,,,,copper anchored boron doped graphene nanosheet (CuBG) 4,,,1.21,,,,H2SO4/PVA,,,two-electrode system
DOI: 10.1039/c8ra08762h,-0.4 to 0.2,-0.4,0.2,0.6,1,420,,,,copper anchored boron doped graphene nanosheet (CuBG) 5,,,1.6,,,,H2SO4/PVA,,,two-electrode system
DOI: 10.1039/c6ra21281f,0 to 0.45,0,0.45,0.45,30,617,,,,(mn0.5Co2.5O4@G),,,,,,,KOH,6,6,three-electrode system
DOI: 10.1039/c6ra21281f,0 to 0.45,0,0.45,0.45,40,434,,,,(mn0.5Co2.5O4@G),,,,,,,KOH,6,6,three-electrode system
DOI: 10.1039/c6ra21281f,0 to 0.45,0,0.45,0.45,5,1213,,,,(mn0.5Co2.5O4@G),,,,,,,KOH,6,6,three-electrode system
DOI: 10.1039/c6ra21281f,0 to 0.45,0,0.45,0.45,10,897,,,,(mn0.5Co2.5O4@G),,,,,,,KOH,6,6,three-electrode system
DOI: 10.1039/c6ra21281f,0 to 0.45,0,0.45,0.45,15,829,,,,(mn0.5Co2.5O4@G),,,,,,,KOH,6,6,three-electrode system
DOI: 10.1039/c6ra21281f,0 to 0.45,0,0.45,0.45,20,755,,,,(mn0.5Co2.5O4@G),,,,,,,KOH,6,6,three-electrode system
DOI: 10.1039/c6ta02989b,-0.2 to 0.8,-0.2,0.8,1,1,245,,,,d-mnO2(4.0)/(HRGO) fiber,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c5ta10515c,-0.4 to 0.5,-0.4,0.5,0.9,2.5,388,,,,Au-mnO2-graphene/SS in 0.5 m NaOH [1 : 0.01 (mnO2 : Au)],,,,,,,NaOH,,0.1,three-electrode system
DOI: 10.1039/c5ta10515c,-0.4 to 0.5,-0.4,0.5,0.9,2.5,575,,,,Au-mnO2-graphene/SS in 0.5 m NaOH [1 : 0.01 (mnO2 : Au)],,,,,,,NaOH,,0.5,three-electrode system
DOI: 10.1039/c5ta10515c,-0.4 to 0.5,-0.4,0.5,0.9,2.5,350,,,,Au-mnO2-graphene/SS in 0.5 m NaOH [1 : 0.01 (mnO2 : Au)],,,,,,,NaOH,,1,three-electrode system
DOI: 10.1039/c4nr00655k,0 to 0.4,0,0.4,0.4,1.5,1536,,,,Ni(OH)2/N-graphene,,,,,,,KOH,6,,
DOI: 10.1039/c4nr00655k,0 to 0.4,0,0.4,0.4,3,1424,,,,Ni(OH)2/N-graphene,,,,,,,KOH,6,,
DOI: 10.1039/c4nr00655k,0 to 0.4,0,0.4,0.4,12,1125,,,,Ni(OH)2/N-graphene,,,,,,,KOH,6,,
DOI: 10.1039/c4nr00655k,0 to 0.4,0,0.4,0.4,30,922,,,,Ni(OH)2/N-graphene,,,,,,,KOH,6,,
DOI: 10.1039/c3ta14387b,0 to 1.0,0,1,1,1,242,1675,,,mnO2/rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,0 to 1.0,0,1,1,2,214,1675,,,mnO2/rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,0 to 1.0,0,1,1,4,164,1675,,,mnO2/rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,0 to 1.0,0,1,1,6,122,1675,,,mnO2/rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,0 to 1.0,0,1,1,8,92,1675,,,mnO2/rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,-0.6 to 0,-0.6,0,0.6,1,137,1217,,,rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,-0.6 to 0,-0.6,0,0.6,2,129,1217,,,rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,-0.6 to 0,-0.6,0,0.6,4,112,1217,,,rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,-0.6 to 0,-0.6,0,0.6,6,98,1217,,,rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c3ta14387b,-0.6 to 0,-0.6,0,0.6,8,87,1217,,,rGO,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1039/c1gc16134b,0 to 1,0,1,1,,239.6,,,,"graphene/mn3O4
composite",,,,,,,NaCl,1,0.5,three-electrode system
DOI: 10.1016/j.electacta.2015.01.082,0 to 1,0,1,1,1,385,1241,,,10 wt.% rGO/HKUST-1 coated on flexible carbon fiber paper (CFP),8.2,0.78,,,,,NaNO3,,1,three-electrode system
DOI: 10.1016/j.electacta.2018.04.089,0 to 0.75,0,0.75,0.75,0.5,569.4,,3.52,,CuOx@mC700@PANI@rGO,,,,7.41,72.36,19.71,H2SO4 ,7,1,three-electrode system
DOI: 10.1016/j.electacta.2018.04.089,0 to 0.75,0,0.75,0.75,1,534.5,,3.52,,CuOx@mC700@PANI@rGO,,,,7.41,72.36,19.71,H2SO4 ,7,1,three-electrode system
DOI: 10.1016/j.electacta.2018.04.089,0 to 0.75,0,0.75,0.75,2,493.6,,3.52,,CuOx@mC700@PANI@rGO,,,,7.41,72.36,19.71,H2SO4 ,7,1,three-electrode system
DOI: 10.1016/j.electacta.2018.04.089,0 to 0.75,0,0.75,0.75,2,457,,3.52,,CuOx@mC700@PANI@rGO,,,,7.41,72.36,19.71,H2SO4 ,7,1,three-electrode system
DOI: 10.1016/j.electacta.2018.04.089,0 to 0.75,0,0.75,0.75,5,408.2,,3.52,,CuOx@mC700@PANI@rGO,,,,7.41,72.36,19.71,H2SO4 ,7,1,three-electrode system
DOI: 10.1016/j.jcis.2019.10.023,0 to 0.5,0,0.5,0.5,1,529,,,,Ni-mOF/rGO,,,,,,,PVA/KOH gel,,,three-electrode system
DOI: 10.1016/j.jcis.2019.10.023,0 to 0.5,0,0.5,0.5,1,954,,,,Ni-mOF/rGO-300,,,,23.82,36.6,30.94,PVA/KOH gel,,,three-electrode system
DOI: 10.1016/j.jcis.2019.10.023,0 to 0.5,0,0.5,0.5,2,800,,,,Ni-mOF/rGO-300,,,,23.82,36.6,30.94,PVA/KOH gel,,,three-electrode system
DOI: 10.1016/j.jcis.2019.10.023,0 to 0.5,0,0.5,0.5,3,750,,,,Ni-mOF/rGO-300,,,,23.82,36.6,30.94,PVA/KOH gel,,,three-electrode system
DOI: 10.1016/j.jcis.2019.10.023,0 to 0.5,0,0.5,0.5,4,745,,,,Ni-mOF/rGO-300,,,,23.82,36.6,30.94,PVA/KOH gel,,,three-electrode system
DOI: 10.1016/j.jcis.2019.10.023,0 to 0.5,0,0.5,0.5,5,740,,,,Ni-mOF/rGO-300,,,,23.82,36.6,30.94,PVA/KOH gel,,,three-electrode system
DOI: 10.1016/j.jpcs.2021.110284,0 to 0.6,0,0.6,0.6,0.5,301,,,,CeO2/rGO,,,,,,,KOH,6,2,three-electrode system
DOI: 10.1016/j.jpcs.2021.110284,0 to 0.6,0,0.6,0.6,1,272,,,,CeO2/rGO,,,,,,,KOH,6,2,three-electrode system
DOI: 10.1016/j.jpcs.2021.110284,0 to 0.6,0,0.6,0.6,2,243,,,,CeO2/rGO,,,,,,,KOH,6,2,three-electrode system
DOI: 10.1016/j.jpcs.2021.110284,0 to 0.6,0,0.6,0.6,4,241,,,,CeO2/rGO,,,,,,,KOH,6,2,three-electrode system
DOI: 10.1016/j.jallcom.2020.155838,-1.1 to -0.2,-1.1,-0.2,0.9,1,258,,,,"G/CNTs/Fe2O3-
150",,,,,,, Li2SO4,,1,three-electrode system
DOI: 10.1016/j.jallcom.2020.156346,,,,,0.5,980,85,,,moSmn-1,13.5,0.05061,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2020.156346,,,,,,,,,,moSmn-2,,,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2020.156346,,,,,,,,,,moSmn-3,,,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2020.156346,,,,,,,,,,moSmn-4,,,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.159702,0 to 0.4,0,0.4,0.4,1,460,,,,rGO/CoSx-rGO/rGO,,,1.09,,,,KOH,6,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.159702,0 to 0.4,0,0.4,0.4,2,265,,,,rGO/CoSx-rGO/rGO,,,1.09,,,,KOH,6,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.159702,0 to 0.4,0,0.4,0.4,4,236,,,,rGO/CoSx-rGO/rGO,,,1.09,,,,KOH,6,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.159702,0 to 0.4,0,0.4,0.4,8,170,,,,rGO/CoSx-rGO/rGO,,,1.09,,,,KOH,6,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.159702,0 to 0.4,0,0.4,0.4,16,136,,,,rGO/CoSx-rGO/rGO,,,1.09,,,,KOH,6,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.163067,-0.05 to 0.8,-0.05,0.8,0.85,1,357,,,,rGO/mWCNT/ZrO2 (GmZ),,,1.16,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.163067,-0.05 to 0.8,-0.05,0.8,0.85,1.5,212,,,,rGO/mWCNT/ZrO2 (GmZ),,,1.16,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.163067,-0.05 to 0.8,-0.05,0.8,0.85,2,192,,,,rGO/mWCNT/ZrO2 (GmZ),,,1.16,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.163067,-0.05 to 0.8,-0.05,0.8,0.85,2.5,179,,,,rGO/mWCNT/ZrO2 (GmZ),,,1.16,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jallcom.2021.163067,-0.05 to 0.8,-0.05,0.8,0.85,3,176,,,,rGO/mWCNT/ZrO2 (GmZ),,,1.16,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.diamond.2021.108696,0 to 0.8,0,0.8,0.8,0.1,98.2,,,,S-rGO-0.15,,,0.12,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.diamond.2021.108696,0 to 0.8,0,0.8,0.8,0.1,237.6,,4.11,,S-rGO-0.25,,,0.17,0,84.35,14.56,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.diamond.2021.108696,0 to 0.8,0,0.8,0.8,0.1,61.7,,,,S-rGO-0.50,,,1.25,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.compositesb.2017.11.024,-1.0 to 0,-1,0,1,0.2,215,,,,cellulose/mWCNT/rGO/Co3O4/SnO2,,,1.05,,,,,,,three-electrode system
DOI: 10.1016/j.compositesb.2017.11.024,-1.0 to 0,-1,0,1,0.4,181,,,,cellulose/mWCNT/rGO/Co3O4/SnO2,,,1.05,,,,,,,three-electrode system
DOI: 10.1016/j.compositesb.2017.11.024,-1.0 to 0,-1,0,1,0.6,179,,,,cellulose/mWCNT/rGO/Co3O4/SnO2,,,1.05,,,,,,,three-electrode system
DOI: 10.1016/j.compositesb.2017.11.024,-1.0 to 0,-1,0,1,0.8,172,,,,cellulose/mWCNT/rGO/Co3O4/SnO2,,,1.05,,,,,,,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,3,680,39.142,1.47,,10-rGO/NimoO4,3.492,0.071,1.054,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,4,616,39.142,1.47,,10-rGO/NimoO4,3.492,0.071,1.054,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,5,605,39.142,1.47,,10-rGO/NimoO4,3.492,0.071,1.054,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,6,593,39.142,1.47,,10-rGO/NimoO4,3.492,0.071,1.054,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,7,575,39.142,1.47,,10-rGO/NimoO4,3.492,0.071,1.054,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,2,380,34.903,3.47,,5-rGO/NimoO4,3.42,0.066,1.058,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,3,350,34.903,3.47,,5-rGO/NimoO4,3.42,0.066,1.058,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,4,331,34.903,3.47,,5-rGO/NimoO4,3.42,0.066,1.058,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,5,311,34.903,3.47,,5-rGO/NimoO4,3.42,0.066,1.058,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,6,296,34.903,3.47,,5-rGO/NimoO4,3.42,0.066,1.058,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,2,582,10.346,1.54,,15-rGO/NimoO4,4.3365,0.02,1.0447,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,3,574,10.346,1.54,,15-rGO/NimoO4,4.3365,0.02,1.0447,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,4,550,10.346,1.54,,15-rGO/NimoO4,4.3365,0.02,1.0447,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,5,533,10.346,1.54,,15-rGO/NimoO4,4.3365,0.02,1.0447,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,6,520,10.346,1.54,,15-rGO/NimoO4,4.3365,0.02,1.0447,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.mssp.2021.106078,0 to 0.45,0,0.45,0.45,7,513,10.346,1.54,,15-rGO/NimoO4,4.3365,0.02,1.0447,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.cej.2021.129396,-0.4 to 0.5,-0.4,0.5,0.9,1,397,,2.30,,G-Ni-W,,,1.013,0,67.94,27.23,Na2SO4,3,1,three-electrode system
DOI: 10.1016/j.cej.2021.129396,-0.4 to 0.7,-0.4,0.7,1.1,1,557,,0.98,,PPy-G-Ni-W,,,,23.74,66.2,7.51,Na2SO4,3,1,three-electrode system
DOI: 10.1016/j.cej.2021.131535,-0.3 to 0.4,-0.3,0.4,0.7,1,298,83.11,0.52,,CCS@GO,16.247,0.2913,0.865,0,12.35,6.84,KOH,6,3,three-electrode system
DOI: 10.1016/j.cej.2021.131535,-0.3 to 0.4,-0.3,0.4,0.7,8,152,83.11,0.52,,CCS@GO,16.247,0.2913,0.865,0,12.35,6.84,KOH,6,3,three-electrode system
DOI: 10.1016/j.cej.2021.131535,-0.3 to 0.4,-0.3,0.4,0.7,1,119,57.44,,,CuSe@GO,27.733,0.2391,0.849,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.cej.2021.131535,-0.3 to 0.4,-0.3,0.4,0.7,1,206,39.34,,,CoSe2@GO,44.131,0.2181,0.852,,,,KOH,6,3,three-electrode system
DOI: 10.1016/j.jelechem.2019.01.051,-0.2 to 0.6,-0.2,0.6,0.8,0.5,178,18.3,,,C-POmOF@rGO,,,,,,,,,,
DOI: 10.1016/j.jelechem.2019.01.051,-0.2 to 0.6,-0.2,0.6,0.8,1,157,18.3,,,C-POmOF@rGO,,,,,,,,,,
DOI: 10.1016/j.jelechem.2019.01.051,-0.2 to 0.6,-0.2,0.6,0.8,2,146,18.3,,,C-POmOF@rGO,,,,,,,,,,
DOI: 10.1016/j.jelechem.2019.01.051,-0.2 to 0.6,-0.2,0.6,0.8,3,137,18.3,,,C-POmOF@rGO,,,,,,,,,,
DOI: 10.1016/j.jelechem.2019.01.051,-0.2 to 0.6,-0.2,0.6,0.8,5,82,18.3,,,C-POmOF@rGO,,,,,,,,,,
DOI: 10.1016/j.jelechem.2019.113193,0 to 0.9,0,0.9,0.9,1,176,,,,HQSA-rGO/CF,,,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.jelechem.2019.113193,0 to 0.9,0,0.9,0.9,0.5,220,,,,HQSA-rGO/CF,,,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1016/j.matpr.2019.03.211,0 to 1.0,0,1,1,2,50,870,,,AC/CuO (5%) RGO (2%),,,,,,,KOH,6,3,
DOI: 10.1016/j.matpr.2019.03.211,0 to 1.0,0,1,1,2,34,678,,,AC/TiO2 (5%) RGO (2%),,,,,,,KOH,6,3,
DOI: 10.1016/j.matpr.2019.03.211,0 to 1.0,0,1,1,2,80,1120,,,AC/mO2 (5%) RGO (2%),,,,,,,KOH,6,3,
DOI: 10.1016/j.est.2020.101539,-0.2 to 0.7,-0.2,0.7,0.9,0.57,910,99.5,8.50,,HOrGO/TmOs,,,0.76,0,58.35,14.73,KOH,6,0.1,
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,2.5,270.5,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,2.75,209.2,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,3,175.3,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,3.25,160.6,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,3.5,140.7,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,3.75,130.1,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,4,122.5,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.est.2021.102724,-0.4 to 0.7,-0.4,0.7,1.1,4.25,118.3,133.2,18.50,8.70,rGO@Co3O4/CoO,,,0.88,0,37.32,35.72,KOH,6,0.1,three-electrode system
DOI: 10.1016/j.surfin.2021.101572,-0.5 to 0.5,-0.5,0.5,1,1,442,128,1.54,,Fe-PrGO,,,0.97,8.91,71.45,15.5,KCl,4,1,three-electrode system
DOI: 10.1016/j.surfin.2021.101572,-0.5 to 0.5,-0.5,0.5,1,1,252,92,,,PrGO,,,0.71,,,,KCl,4,1,three-electrode system
DOI: 10.1021/am5042065,0 to 1.0,0,1,1,0.2,223,830,,,nitrogen-doped graphene aerogel (NGA),10.8,1.6,0.97,8.4,82.4,9.2,H2SO4,7,1,two-electrode system
DOI: 10.1021/am5042065,0 to 1.0,0,1,1,10,176,830,,,nitrogen-doped graphene aerogel (NGA),10.8,1.6,0.97,8.4,82.4,9.2,H2SO4,7,1,two-electrode system
DOI: 10.1021/am4003827,0 to 0.8,0,0.8,0.8,1,614,,,,PANI-HS36@ERGO hybrids,,,,,,,H2SO4,7,1,three-electrode system
DOI: 10.1021/am2016848,0 to 1.0,0,1,1,5,105,265,,,mnC/RGO (mnC-G37),,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/am2016848,0 to 1.0,0,1,1,0.2,193,265,,,mnC/RGO (mnC-G37),,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/am2016848,0 to 1.0,0,1,1,0.2,69,371,,,CNT-G,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/am403663f,-0.1 to 0.9,-0.1,0.9,1,1,275,,,,WS2/RGO,,,,,,,Na2SO4,3,1,two-electrode system
DOI: 10.1021/am403663f,-0.1 to 0.9,-0.1,0.9,1,0.5,350,,,,WS2/RGO,,,,,,,Na2SO4,3,1,two-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,1,370,463,,,TTNAG graphene framework,,2.23,,6.59,54.18,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,2,290,463,,,TTNAG graphene framework,,2.23,,6.59,54.18,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,5,250,463,,,TTNAG graphene framework,,2.23,,6.59,54.18,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,10,210,463,,,TTNAG graphene framework,,2.23,,6.59,54.18,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,15,190,463,,,TTNAG graphene framework,,2.23,,6.59,54.18,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,20,180,463,,,TTNAG graphene framework,,2.23,,6.59,54.18,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,1,195,215,,,TTG,,1.01,,,,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,2,150,215,,,TTG,,1.01,,,,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,5,125,215,,,TTG,,1.01,,,,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,10,100,215,,,TTG,,1.01,,,,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,15,90,215,,,TTG,,1.01,,,,,NaOH,,6,three-electrode system
DOI: 10.1021/am402686r,-1.0 to 0,-1,0,1,20,80,215,,,TTG,,1.01,,,,,NaOH,,6,three-electrode system
DOI: 10.1021/acssuschemeng.9b00233,0 to 1.0,0,1,1,1,354,,,,"oxygen-richhierarchical porous graphene (O-PG)",,,1.21,,,,H2SO4,7,1,two-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,4,205.12,,,,"WO3-rGO hybrid
(WG-20)",,,,,,,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,12,128.89,,,,"WO3-rGO hybrid
(WG-20)",,,,,,,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,4,398,,,,WG-40,,,,,,,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,12,232,,,,WG-40,,,,,,,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,4,801.6,38.667,,,WG-80,,,,0,21.33,54.28,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,5,707.2,38.667,,,WG-80,,,,0,21.33,54.28,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,8,587.3,38.667,,,WG-80,,,,0,21.33,54.28,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,10,526,38.667,,,WG-80,,,,0,21.33,54.28,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,12,447.13,38.667,,,WG-80,,,,0,21.33,54.28,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,4,227,,,,WG-120,,,,,,,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b05132,0 to 0.45,0,0.45,0.45,12,132.8,,,,WG-120,,,,,,,KOH,6,3,three-electrode system
DOI: 10.1021/acssuschemeng.8b04447,-0.2 to 0.8,-0.2,0.8,1,0.5,208.3,,,,PGm-6,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/acssuschemeng.8b04447,-0.2 to 0.8,-0.2,0.8,1,1,178.7,,,,PGm-6,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/acssuschemeng.8b04447,-0.2 to 0.8,-0.2,0.8,1,2,154.4,,,,PGm-6,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/acssuschemeng.8b04447,-0.2 to 0.8,-0.2,0.8,1,5,126,,,,PGm-6,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/acssuschemeng.8b04447,-0.2 to 0.8,-0.2,0.8,1,8,110.4,,,,PGm-6,,,,,,,Na2SO4,3,1,three-electrode system
DOI: 10.1021/acssuschemeng.8b04447,-0.2 to 0.8,-0.2,0.8,1,10,107,,,,PGm-6,,,,,,,Na2SO4,3,1,three-electrode system
